Person Name,Role,Company Name,Classification,Interest Areas,url
Wendy Cohn,Managing Director,Fitch Ratings,Service Provider,Consumer ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxOTk=
"
Ger O'Donnell,Partner,Mayer Brown,Service Provider,"Commercial ABS (Equipment/Aircraft/Transportation), ABS, Consumer ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxOTg=
"
Romina Barletta,Sr Director - Structured Finance BRM -RMBS,Fitch Ratings,Service Provider,RMBS (GSE and PLS),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxOTc=
"
Jacob Bower,Investment Credit Analyst,Corporate One Federal Credit Union,Investor,"ABS, Consumer ABS, Corporate Funding/Investment","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxOTU=
"
Brett Bushinger,Executive Director,SMBC,Investment Bank or Broker Dealer,"CLOs/Leveraged Loans, Private Credit, ABS, Consumer ABS, Direct Lending, Distressed Debt, Corporate Funding/Investment, Regulation/policy, Covered Bonds, Hybrid Capital, FIG Funding/investment","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxOTQ=
"
Rick Perez,Managing Director,Odeon Capital Group LLC,Investor,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxOTM=
"
TommyJoe Valenzuela,"VP, Sales",Vervent,Service Provider,"Commercial ABS (Equipment/Aircraft/Transportation), ABS, Consumer ABS, Fintech/AI","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxOTI=
"
Julie Gillespie,Partner,Mayer Brown LLP,Service Provider,"Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, Risk Transfer, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxOTE=
"
Amit Singhal,Head of Asset-Based Finance,ORIX USA,Investor,"Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, Whole Loan/NPL/RPL, Hybrid Capital","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxODY=
"
Ryan King,Portfolio Manager,TD Bank,Investor,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), ABS, Consumer ABS, Regulation/policy, SSA Funding/Investment, Covered Bonds","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxODQ=
"
Brad Dauplaise,VP Treasury & Capital Markets,Holiday Inn Club Vacations Incorporated,Issuer,"ABS, Consumer ABS, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxODM=
"
Tom Goodrich,Director,Synovus,Investment Bank or Broker Dealer,"Private Credit, Direct Lending","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxODI=
"
Greg Dostich,Treasurer,Carmax,Issuer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxODE=
"
Michael Chen,Managin Director,Viola Credit,Investor,"Private Credit, ABS, Direct Lending, Fintech/AI","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxNzc=
"
Brett Caron,Trader,III Capital Management,Investor,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxNzA=
"
Jeff Hibbs,Director,Nuveen,Investor,"ABS, Consumer ABS, ESG/PACE/Solar ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxNjk=
"
Arun Ghimire,Sector Specialist,Fidelity Investments,Investor,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), RMBS (GSE and PLS), Consumer ABS, Sustainable Finance","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxNjc=
"
Nishil Mehta,Managing Director,Carlyle,Investor,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxNjU=
"
Guillaume Tarneaud,Partner,CVC Credit Partners,Investor,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxNjQ=
"
Zain Bhayani,Director,Live Oak Bank,Investor,"CLOs/Leveraged Loans, Private Credit, Direct Lending","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxNjA=
"
Stephen Cheung,Associate Director,Norddeutsche Landesbank,Investor,"Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, Consumer ABS, ESG/PACE/Solar ABS, Sustainable Finance","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxNTk=
"
Robert Losquadro,Managing Director,Santander,Investment Bank or Broker Dealer,FIG Funding/investment,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxNTY=
"
Levi Blair,Vice President,Encore Investment Management,Investor,"RMBS (GSE and PLS), Sustainable Finance, Risk Transfer","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxNTU=
"
Joe Hollingshead,Senior Vice President & Treasurer,Travel + Leisure Co.,Issuer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxNTQ=
"
Doug Gwin,"Senior Manager, Capital Markets",Nissan Motor Acceptance Corporation,Issuer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxNTM=
"
Rob Boggs,Vice President,MVW,Issuer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxNTI=
"
Liam Lynch,Research Analyst/Trader,Western Asset Management,Investor,RMBS (GSE and PLS),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxNDk=
"
Harris Trifon,Partner & Portfolio Manager,Lord Abbett,Investor,"CMBS, RMBS (GSE and PLS), Risk Transfer, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxNDg=
"
Diego Gomez,Director,NordLB,Investor,"Commercial ABS (Equipment/Aircraft/Transportation), ABS, Consumer ABS, ESG/PACE/Solar ABS, Sustainable Finance","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxNDc=
"
TK Kimmel,EVP,,Investor,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, Consumer ABS, Direct Lending, Distressed Debt, Risk Transfer, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxMzk=
"
Rahul Jha,Head of Principal Finance Group,Cross River Bank,Investment Bank or Broker Dealer,Fintech/AI,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxMzc=
"
Ferra Melland,Sr. Treasury Manager,JM Family / World Omni,Issuer,Consumer ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxMzI=
"
Kaye Dreifuerst,President,Equipro Investments,Investor,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, Consumer ABS, Direct Lending, Distressed Debt, Fintech/AI, Risk Transfer, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxMjk=
"
Dominick Ruggiero,Managing Director,Fortress Investment Group,Investor,"Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, Consumer ABS, Direct Lending, Risk Transfer, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxMjU=
"
TJ Devlin,"VP, Senior Managing Director/Risk",OneMain Financial,Issuer,Consumer ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxMjQ=
"
Alex Kellams,"Director, Investments",Credigy,Investor,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), Consumer ABS, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxMjM=
"
David Schulz,Senior Vice President & Treasurer,OneMain Financial,Issuer,Consumer ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxMjE=
"
Aaron Cumbers,"Director, Investments",Credigy,Investor,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), Consumer ABS, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxMjA=
"
Oliver Drose,Vice President & Assoc General Counsel,Credigy,Investor,"CLOs/Leveraged Loans, Consumer ABS, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxMTk=
"
Maegan O'Mullane,"Senior Analyst, Capital Markets","Velocity Commercial Capital, LLC",Issuer,RMBS (GSE and PLS),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxMTg=
"
Chao Zhou,Managing Director,Napier Park Global Capital,Investor,"RMBS (GSE and PLS), Consumer ABS, Risk Transfer, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxMTc=
"
Trey Greene,COO,Credigy,Investor,"CLOs/Leveraged Loans, ESG/PACE/Solar ABS, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxMTY=
"
Michael Adams,"Senior Associate, Investments",Credigy,Investor,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), Consumer ABS, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxMTA=
"
Sheli Fitzgerald,Senior Vice President,GM Financial,Issuer,"Commercial ABS (Equipment/Aircraft/Transportation), ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxMDk=
"
Mario Dominguez,Senior Portfolio Manager,City and County of Denver,Investor,"ABS, Consumer ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxMDg=
"
Ryan Biernesser,"Director, Investments",Credigy,Investor,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxMDc=
"
Jason Williams,Senior Managing Director,Credigy,Investor,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxMDY=
"
Aaron Fink,Senior Managing Director,Centerbridge Partners,Investor,"Commercial ABS (Equipment/Aircraft/Transportation), ABS, CMBS, RMBS (GSE and PLS), Consumer ABS, ESG/PACE/Solar ABS, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxMDU=
"
Phil Burgener,Analyst,MFS Investment Management,Investor,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxMDQ=
"
Robert Pigott,"Sr Vice President, Corporate Treasury – Structured Finance",GM Financial,Issuer,"Commercial ABS (Equipment/Aircraft/Transportation), ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxMDM=
"
Meredith Dormire,Vice President,GM Financial,Issuer,"Commercial ABS (Equipment/Aircraft/Transportation), ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxMDI=
"
Lisa Waller,"Vice President, Capital Markets",Solar MosaIc,Issuer,ESG/PACE/Solar ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxMDE=
"
Josh Aycox,Director,Regions Bank,Investor,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), Consumer ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAxMDA=
"
Mark Siegrist,Trader,MFS,Investor,RMBS (GSE and PLS),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwOTk=
"
Prasad Krishnan,Portfolio Manager,Onex Credit,Issuer,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwOTA=
"
Brett Landrum,Chief Financial Officer,CFC,Issuer,"ABS, Consumer ABS, Fintech/AI, FIG Funding/investment","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwODk=
"
Sam Granger,Capital Markets,Funding Circle,Issuer,"Commercial ABS (Equipment/Aircraft/Transportation), ABS, Consumer ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwODg=
"
Rudy Maki,Vice President of Finance,IPFS Corporation,Investment Bank or Broker Dealer,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwODc=
"
Leo Loughead,Managing Director,Regions Bank,Investor,"Commercial ABS (Equipment/Aircraft/Transportation), ABS, Consumer ABS, Risk Transfer","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwODY=
"
Ben Thomas,Treasurer,Seacube Container Leasing,Issuer,Commercial ABS (Equipment/Aircraft/Transportation),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwODU=
"
John Shirilla,Board of Director,Corporate One FCU,Investor,Consumer ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwODQ=
"
Jeffrey Horwitz,"Manager, Investments",Community Investment Management,Investor,"Private Credit, ABS, Consumer ABS, ESG/PACE/Solar ABS, Emerging Markets, Fintech/AI, Sustainable Finance","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwODE=
"
Jeff Hilton,"Managing Director, Investments and Finance",Community Investment Management,Investor,"ABS, Consumer ABS, ESG/PACE/Solar ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwNzk=
"
Christopher Kelley,Analyst,Nuveen,Investor,"Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, Consumer ABS, ESG/PACE/Solar ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwNzU=
"
Chandra Bhattacharya,Managing Director,Kah Capital Management,Investor,"Private Credit, RMBS (GSE and PLS), Direct Lending, Risk Transfer, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwNzQ=
"
Alex Dunev,Managing Partner,Park Cities Asset Management,Investor,"Private Credit, ABS, Consumer ABS, Direct Lending, Fintech/AI, Whole Loan/NPL/RPL, Hybrid Capital","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwNzM=
"
Michael Niccolini,Partner,MCM Capital,Issuer,Whole Loan/NPL/RPL,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwNzI=
"
Mark McCall,Chief Financial Officer,Global Lending Services LLC,Issuer,Consumer ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwNzE=
"
Perry Jones,VP/Portfolio Manager,Corporate One FCU,Investor,"ABS, Consumer ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwNzA=
"
Adama Kah,CEO and CIO,Kah Capital Management,Investor,"Private Credit, RMBS (GSE and PLS), Fintech/AI, Risk Transfer, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwNjg=
"
Dennis Conway,Head of Structured Finance,Huntington Bank,Investor,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwNjc=
"
Sara Milovcic,Analyst,Xtellus Capital,Investor,"Private Credit, ABS, Consumer ABS, Emerging Markets","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwNjM=
"
WILLIAM NEGRON,VP Special Assets,FT Bank,Other,"CMBS, RMBS (GSE and PLS), Distressed Debt, Fintech/AI","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwNjI=
"
Matthew Richardson,Director - Capital Markets,Intuit - Quickbooks Capital,Issuer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwNjA=
"
Ron Oertell,Chief Financial Officer,Purchasing Power,Service Provider,"Private Credit, Direct Lending","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwNTk=
"
Juan Camilo,ABS Analyst,RBC Global Asset Management,Investor,"Commercial ABS (Equipment/Aircraft/Transportation), ABS, Consumer ABS, ESG/PACE/Solar ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwNTg=
"
Drew Schaeffer,"Sr. Director, Treasury","Stellantis Financial Services, Inc.",Issuer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwNTY=
"
Sunil Adalja,Managing Director,CIBC World Markets Inc.,Investment Bank or Broker Dealer,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), ABS, Consumer ABS, ESG/PACE/Solar ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwNTU=
"
Jason Bross,Member,,Other,"RMBS (GSE and PLS), Consumer ABS, ESG/PACE/Solar ABS, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwNTQ=
"
Stephen McSorley,President,Continental Finance Company,Issuer,Consumer ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwNTM=
"
Milton Bonellos,Executive Director,CIBC Capital Markets,Investor,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, CMBS, Consumer ABS, Risk Transfer","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwNTI=
"
Waqas Fehmi,Head of EMEA Credit,Xtellus Ventures,Investor,"Private Credit, ABS, Consumer ABS, Direct Lending, Emerging Markets","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwNTE=
"
Paul Williamson,COO,PrideCo Family Office,Investor,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, CMBS, RMBS (GSE and PLS), Consumer ABS, ESG/PACE/Solar ABS, Direct Lending, Distressed Debt, Corporate Funding/Investment, Emerging Markets, Fintech/AI, Regulation/policy, SSA Funding/Investment, Sustainable Finance, Covered Bonds, Risk Transfer, Whole Loan/NPL/RPL, Hybrid Capital, FIG Funding/investment","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwNDU=
"
Robert Riedl,Chief Investment Officer,Lobel Financial Corporation,Issuer,Consumer ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwNDE=
"
Steven Kats,"Director, Capital Markets",Waterfall Asset Management,Issuer,"ABS, RMBS (GSE and PLS)","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwNDA=
"
Stan Shtramel,"Manager, Treasury & Capital Markets","Porsche Financial Services, Inc.",Issuer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwMzk=
"
Chris Vonier,Vice President,Sunrun,Issuer,ESG/PACE/Solar ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwMzY=
"
Joe Franke,Managing Director,Regions,Investor,"Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, Consumer ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwMzU=
"
Joyce Ren,Director,Group 1001,Investor,"Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, Consumer ABS, ESG/PACE/Solar ABS, Direct Lending, Sustainable Finance, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwMjc=
"
William Horwath,Managing Director and Treasurer,"Stellantis Financial Services, Inc.",Issuer,Consumer ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwMjU=
"
Peter Abeles,Managing Director,Sequence Financial,Investment Bank or Broker Dealer,"Commercial ABS (Equipment/Aircraft/Transportation), Consumer ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwMjQ=
"
Dan Ryan,Managing Director,Benefit Street Partners,Issuer,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwMjM=
"
Bennie Duck,EVP & CFO,"Stellantis Financial Services, Inc.",Issuer,Consumer ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwMjI=
"
Brian Windhol,Trader,Bracebridge Capital,Investor,"Commercial ABS (Equipment/Aircraft/Transportation), ABS, RMBS (GSE and PLS), Consumer ABS, ESG/PACE/Solar ABS, Risk Transfer","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwMjE=
"
Dana Choi,Capital Markets,Achieve,Issuer,Consumer ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDAwMjA=
"
